hkapanis;hdusuk;hyuksek;hacilis;hfark;wadline;mav10ussel;macd;macdas;rsi;momentum;wilimsry;cci;stokfstk;stokfstd;stokslwk;stokslwd;chaikinsal;volatility;mav5ussel;islemhacmi;pddd;fiyatkazanc;bistyuzkapanis;bistyuzdegisim;dolarkapanis;brentkapanis;tufekapanis;tahvilkapanis;mevduatfaiz;sanuretimi;ekonomiguven;altinons;tuketiciguven;rekurendeksi;ufekapanis;hisseadi
18.64;16.16;19.25;16.28;13.72788286;3.9241;15.81;2.0401;1.8152;82.2668;124.92;-7.4738;186;87.2634;82.5833;80.1778;77.7724;2061;27.25;16.83;41402280;4.4263;13.7578;83268.04;9.831415954;2.8175;40.12;274.27;9.99;12.04;133.2;96.01818107;1232.8;67;101.18;251.17;TOASO
18.68;17.71;20.21;18.68;0.214592275;4.617;16.33;2.1459;1.8814;82.3361;126.17;-16.9843;185.15;73.0782;77.8307;77.8113;77.7918;2240;28.41;17.45;36537220;4.2869;13.3245;85327.8;2.473650154;2.7976;47.33;276.42;9.22;11.47;126.4;94.14265653;1293.61;68;102.08;252.47;TOASO
18.68;17.97;19.74;18.73;0;5.8071;16.76;2.2043;1.9459;82.3361;126.87;-19.0019;150.49;71.1823;74.5065;75.6016;76.6967;2158;17.81;17.86;27424110;4.525;12.7859;77803.41;-8.818216337;2.9495;49.545;278.02;9.29;10.06;131.9;96.41800282;1215.4;68.5;99.38;256.21;TOASO
19.94;18.49;20.63;18.74;6.745182013;5.9764;17.34;2.3259;2.0219;84.9833;136.22;-9.1203;153.96;87.5263;81.0164;79.5765;78.1366;1561;12.56;18.55;23090230;4.8315;13.6522;76817.19;-1.267579403;2.8772;49.765;279.33;8.74;10.65;131.8;97.24216047;1321.94;69.3;100.5;257.27;TOASO
19.91;18.86;22.25;19.86;-0.150451354;2.1226;17.8;2.3919;2.0959;84.6191;126.81;-25.4791;137.78;61.535;71.2757;73.5627;75.8497;1015;26.33;19;22155830;4.3568;12.9413;75405.53;-1.837687632;2.9879;43.35;282.58;9.24;10.96;108.9;99.98220156;1351.14;66.7;101.13;257.81;TOASO
18.36;18.25;20.55;20.13;-7.785032647;-1.9463;17.9;2.2926;2.1353;69.801;117.04;-42.7215;75.13;14.1264;42.7011;53.7506;64.8001;558;26.6;18.79;16271960;4.0171;11.9323;75967.63;0.745436044;2.9578;46.965;281.76;9.07;11.03;128;95.41814745;1308.86;74.4;101.35;258.01;TOASO
18.47;17.8;19.4;18.46;0.59912854;-0.0889;18.01;2.1981;2.1478;70.2282;119.53;-41.4269;48.81;15.1515;28.9263;40.8842;52.8422;-150;20.5;18.68;21849080;4.043;12.0091;76488.38;0.685489333;3.0003;49.99;282.27;8.71;10.74;114.3;100.0688523;1316.03;74.9;99.96;258.77;TOASO
19.65;18.52;20.03;18.52;6.388738495;1.7852;18.31;2.1932;2.1569;74.1641;118.25;-29.9538;70.39;41.6667;35.2965;41.145;46.9936;-579;9.42;19.01;16549910;4.3014;12.7768;78536.17;2.677256336;3.094;48.51;286.33;9.24;9.59;134.3;98.18516467;1277.26;74.3;98.49;260.94;TOASO
18.09;17.88;19.62;19.62;-7.938931298;0.9095;18.27;2.0392;2.1334;62.3673;110.33;-50.1655;29.58;6.4394;20.8679;29.5765;38.285;-817;5.66;18.7;24074300;3.769;11.3193;73995.2;-5.782011015;3.4356;51.485;287.81;10.46;10.02;136.2;98.63023961;1173.02;69.3;95.22;266.16;TOASO
20.78;17.06;20.78;18.12;14.87009397;2.8845;18.72;2.1106;2.1288;70.9334;111.49;-18.9536;69.5;100;60.434;53.051;45.668;-524;20.08;19.39;18619020;4.3315;13.0088;78138.66;5.59963349;3.5268;56.73;292.54;10.63;11.41;137.9;93.23384187;1151.13;63.9;92.13;274.09;TOASO
21.97;19.23;22.4;20.73;5.72666025;6.8163;19.31;2.2368;2.1504;73.7488;117.62;-5.5554;146.82;91.7981;76.116;65.9667;55.8174;138;15.51;20.25;19985510;4.5776;13.7479;86295.72;10.43921152;3.7723;55.61;299.74;11.15;10.87;121.6;90.10449013;1212;66.6;87.61;284.99;TOASO
22.93;21.22;23.2;21.98;4.369594902;9.7844;19.97;2.3868;2.1977;75.8039;122.76;-3.2469;190.99;95.6044;85.8602;75.8459;65.8316;1186;8.04;21.14;20811110;4.5952;14.007;87478.33;1.37041559;3.6387;56.49;302.17;11.09;10.77;118.3;94.9935321;1251.54;65.7;88.93;288.59;TOASO
22.96;22.47;24.06;22.93;0.13083297;8.5365;20.51;2.4798;2.2541;75.8753;115.14;-12.2251;185.88;84.3373;85.0988;78.6764;72.254;1551;5.24;21.75;15365290;4.6019;14.0276;88947.4;1.679353047;3.6344;53.69;305.24;11.3;12.71;137.1;98.3226186;1249.1;67.8;89.58;291.58;TOASO
25.61;22.82;25.63;23.38;11.54181185;12.091;21.44;2.7358;2.3505;80.6911;128.65;-0.1828;191.49;99.798;92.4484;85.7169;78.9855;1811;9.93;23.04;16366340;5.0009;15.2438;94655.31;6.417174645;3.5515;51.82;309.23;11.34;12.68;134.3;100.7478739;1268.31;70.8;90.51;293.79;TOASO
25.37;24.29;25.96;25.61;-0.937133932;9.0148;22.15;2.8859;2.4575;79.1344;138.2;-6.6148;158.67;91.2443;91.8463;87.5594;83.2724;1825;-5.96;23.81;21357300;5.2223;14.7659;97541.58;3.049242562;3.5275;51.06;310.61;11.04;13.78;137.5;101.436118;1268.71;72.5;91.75;295.31;TOASO
25.02;24.68;25.92;25.52;-1.379582184;7.1528;22.68;2.9429;2.5546;76.8535;135.45;-10.5059;125.7;80.2452;86.0457;85.1213;84.1969;1786;-13;24.22;12852310;5.151;14.5643;100440.4;2.971881325;3.521;48.96;309.78;11.12;14.61;127.3;100.6445924;1241.45;69.9;91.66;295.52;TOASO
26.75;24.76;27.31;25.02;6.914468425;9.1441;23.42;3.0922;2.6621;79.9633;136.12;-5.4054;126.54;88.5409;87.2933;86.2612;85.229;1512;-3.55;25.06;14267630;5.0356;14.5035;107531.4;7.059908164;3.519;52.68;310.24;11.55;13.65;137.1;103.8958297;1269.63;70.9;89.49;297.65;TOASO
27.36;26.16;28.31;26.84;2.280373832;8.888;24.13;3.2222;2.7741;80.9291;151.28;-8.4615;125.77;82.6499;84.9716;85.0574;85.1432;1214;2.54;25.83;12183810;5.1497;14.8321;110010.5;2.305466124;3.4522;52.77;311.85;11.59;12.58;133.2;106.2339703;1321.53;71;89.61;300.18;TOASO
26.74;25.61;29;27.38;-2.266081871;8.9647;24.61;3.2377;2.8669;76.8272;128.63;-18.9855;102.77;51.8382;68.4049;73.9843;79.5638;809;17.04;26.13;13993160;5.0323;14.4941;102907.7;-6.456474609;3.5653;56.68;313.88;11.89;12.29;129.7;104.4402082;1279.53;69.3;90.37;300.9;TOASO
26.74;24.62;26.91;26.61;0;11.1579;24.99;3.2129;2.9361;76.8272;121.72;-18.9855;69.29;48.2213;58.3131;65.3967;72.4802;593;0.84;26.33;15448740;5.0323;14.4941;110142.6;7.030474882;3.7915;61.05;320.4;12.8;12.33;146.6;103.1370774;1270.84;67.6;88.06;306.04;TOASO
27.01;26.58;29.97;26.75;1.009723261;10.9159;25.36;3.179;2.9846;77.4172;117.82;-22.9223;98.96;44.6602;51.4867;58.4845;65.4824;281;2.27;26.56;17951650;4.7595;13.6923;103984.4;-5.591115518;3.9188;62.61;325.18;13.73;13.62;145.7;100.1879969;1274.96;65.6;84.32;312.21;TOASO
28.59;26.15;29;26.98;5.849685302;12.1765;25.95;3.2419;3.0361;80.4637;124.51;-10.7239;92.26;74.11;62.7983;63.693;64.5877;233;8.64;27.24;11549830;5.0371;14.491;115333;10.91375245;3.7903;66.6;327.41;13.4;13.45;146.8;97.91060337;1303.09;65.6;85.16;316.48;TOASO
0.69;0.63;0.87;0.86;NULL;0.1109;0.81;0.058;0.0705;45.5523;92.47;-84.2105;-77;15.7895;34.9908;44.1256;53.2604;1829;26.33;0.81;36670820;0;0;42697.56;-23.12027791;1.1727;92.56;146.94;16.43;16.4;96.7;107.3174566;925.87;78.9;127.52;145.18;TRKCM
0.73;0.68;0.8;0.7;5.797101449;0.108;0.8;0.0477;0.0659;49.163;89.03;-70.1755;-73.32;29.8246;32.4077;39.3586;46.3095;-953;25.59;0.78;33879090;0;0;44776.88;4.869880152;1.218;100.16;148.84;16.94;15.71;95.9;103.520294;973.98;74.4;125.69;148.9;TRKCM
0.51;0.51;0.72;0.71;-30.1369863;-0.1985;0.75;0.0215;0.0571;37.2061;57.06;-99.3464;-190.91;0.6536;16.5307;26.4569;36.3832;-5018;37.91;0.69;67722980;0;0;39015.44;-12.86699743;1.3366;100.22;150.27;18.54;16.73;104.7;99.24769829;916.82;68.7;117.35;153.62;TRKCM
0.58;0.5;0.62;0.51;13.7254902;-0.1237;0.72;0.0064;0.0469;42.0543;63.27;-82.1656;-162.98;20.1439;18.3373;24.3526;30.3679;-6389;36;0.66;125739300;0;0;43468.12;11.41260998;1.274;110.61;152.79;19.17;15.76;102.9;93.07580079;877.94;63;111.4;160.53;TRKCM
0.54;0.51;0.61;0.59;-6.896551724;-0.2875;0.69;-0.0089;0.0358;40.0284;64.18;-91.0828;-141.85;11.5703;14.9538;20.0918;25.2299;-8567;28.47;0.62;113393200;0;0;39969.63;-8.04840421;1.2189;127.78;155.07;19.96;16.49;106.3;91.21434777;886.66;62.1;117.75;163.93;TRKCM
0.45;0.45;0.58;0.54;-16.66666667;-0.337;0.64;-0.028;0.023;36.1377;52.7;-99.3528;-139.55;0.9731;7.9634;13.7189;19.4744;-8801;10.4;0.56;67619700;0;0;35089.53;-12.20952008;1.2235;139.83;154.51;22.43;17.68;104.5;90.46720694;925.62;61.8;118.38;164.46;TRKCM
0.53;0.42;0.54;0.45;17.77777778;-0.3265;0.62;-0.0362;0.0112;41.5649;57.52;-79.8176;-112.52;36.89;22.4267;21.4426;20.4585;-9611;18.41;0.55;42690810;0;0;42200.75;20.26593118;1.1605;123.98;155.4;18.92;19.81;104.3;89.57955194;913.79;63.8;118.73;166.51;TRKCM
0.56;0.53;0.6;0.53;5.660377358;-0.3937;0.61;-0.0404;0.0009;43.1484;63.93;-75.5365;-69.47;66.6533;44.54;36.5128;28.4857;-8645;7.67;0.55;51466440;0;0;39844.48;-5.583478967;1.1807;114.05;155.02;18.8;17.51;95.5;92.25956337;831.11;66.6;126.37;162.62;TRKCM
0.44;0.39;0.56;0.55;-21.42857143;-0.5703;0.58;-0.0528;-0.0099;37.654;50.84;-91.8845;-97.76;21.3926;32.9663;31.4728;29.9792;-6799;14.08;0.51;72646690;0;0;36051.3;-9.519963619;1.2688;99.6;155.72;19.42;17.46;98.3;87.56019467;872.97;67.5;124.91;161.16;TRKCM
0.34;0.26;0.42;0.41;-22.72727273;-0.5679;0.54;-0.0693;-0.0218;34.0518;50.04;-88.9693;-127.9;23.7113;28.3388;28.8856;29.4324;-6533;26.23;0.46;116938500;0;0;27832.93;-22.7963208;1.5355;65.6;159.77;23.14;17.64;95.2;73.60815027;724.85;61;112.78;162.08;TRKCM
0.33;0.27;0.37;0.36;-2.941176471;-0.6467;0.5;-0.0825;-0.0339;33.5398;44.83;-90.8877;-121.4;19.5876;23.9632;25.7863;27.6094;-6046;-1.57;0.41;55191260;0;0;25714.98;-7.609511467;1.569;53.49;161.1;20.41;21.55;94.8;60.80627145;818.22;55.7;110.21;162.03;TRKCM
0.32;0.29;0.34;0.33;-3.03030303;-0.7774;0.47;-0.093;-0.0457;33.0055;61.38;-92.8061;-118.49;15.4639;19.7136;22.3455;24.9774;-3650;-13.18;0.38;74978790;0;0;26864.07;4.468562682;1.5334;45.59;160.44;16.43;19.88;81.1;63.14624742;881.69;56.7;111.15;156.29;TRKCM
0.3;0.29;0.34;0.32;-6.25;-0.7084;0.43;-0.1015;-0.0569;32.3125;51.05;-94.8038;-108.05;11.6279;15.6707;18.773;21.8752;-4144;-30.11;0.35;135350900;0;0;25934.37;-3.460756319;1.645;45.76;160.9;15.15;16.02;75.9;65.18556438;926.98;58.3;109.07;156.65;TRKCM
0.28;0.27;0.31;0.29;-6.666666667;-0.672;0.41;-0.1087;-0.0672;31.4589;51.29;-97.7323;-106.93;8.8889;12.2798;15.4783;18.6767;-5244;-36.55;0.33;75471040;0;0;24026.59;-7.356184091;1.702;45.89;160.35;15.39;12.18;72.9;68.67911671;942.88;60.8;107.39;158.48;TRKCM
0.31;0.27;0.32;0.27;10.71428571;-0.4438;0.39;-0.1103;-0.0759;34.5617;68.94;-91.0692;-84.58;41.9355;27.1076;24.2973;21.487;-5382;-38.06;0.32;98268980;0;0;25764.83;7.234651276;1.6649;48.63;162.12;14.08;13.8;82.2;71.11853657;918.92;61.6;104.6;158.94;TRKCM
0.39;0.31;0.39;0.32;25.80645161;-0.4265;0.39;-0.1044;-0.0816;40.9004;72.9;-73.2253;-38.58;94.5946;60.8511;47.7298;34.6084;679;-37.74;0.34;211208100;0;0;31651.81;22.84889906;1.5973;50.58;162.15;12.29;11.95;83.5;85.18809872;888.9;67.5;109.37;159.97;TRKCM
0.42;0.38;0.44;0.39;7.692307692;-0.172;0.39;-0.096;-0.0845;43.3192;75.31;-57.1478;-0.58;89.7959;75.3235;61.7518;48.1801;9601;-40.97;0.37;275596000;0;0;35002.99;10.58764096;1.536;65.75;163.19;12.39;11.17;88.1;94.54402346;979.05;70.1;110.78;159.89;TRKCM
0.46;0.42;0.48;0.43;9.523809524;-0.2118;0.41;-0.0847;-0.0845;46.8037;106.59;-42.4555;37.6;94.0574;84.6904;72.5203;60.3502;18242;-37.94;0.4;195230900;0;0;36949.2;5.560125006;1.5417;69.34;163.37;11.97;11.31;94.2;96.33718086;926.32;72;110.78;161.4;TRKCM
0.57;0.45;0.58;0.46;23.91304348;-0.0189;0.44;-0.0663;-0.0809;53.961;166.78;-7.4412;103.64;97.6184;91.1544;80.8864;70.6183;22280;-34.6;0.46;107610100;0;0;42641.26;15.40509673;1.4709;71.35;163.78;10.69;11.09;95;96.91246002;954.19;69.1;111.32;160.26;TRKCM
0.63;0.58;0.71;0.58;10.52631579;0.1624;0.47;-0.0467;-0.074;57.1708;190.65;-17.6617;157.87;80.1838;85.6691;80.6522;75.6352;23836;-30.64;0.51;130466400;0;0;46551.19;9.169358504;1.5011;69.33;163.29;9.68;9.52;89.3;95.88431673;951.42;68.1;112.19;160.93;TRKCM
0.68;0.57;0.69;0.63;7.936507937;0.1569;0.51;-0.027;-0.0646;59.7875;214.25;-6.7283;137.95;90.7604;88.2148;84.0216;79.8284;26418;-23.87;0.57;186022800;0;0;47910.3;2.919603129;1.4849;68.95;163.93;8.75;8.92;88.8;95.1135574;1007.85;68.7;110.86;161.92;TRKCM
0.66;0.65;0.74;0.68;-2.941176471;0.0475;0.54;-0.0127;-0.0542;58.3118;220.33;-17.8431;144.39;73.6691;80.942;80.5708;80.1996;23737;-14.49;0.6;91462920;0;0;47184.71;-1.51447601;1.5074;75.2;167.88;8.62;7.92;101.1;94.60803002;1044.9;67.2;113.48;162.38;TRKCM
0.63;0.61;0.69;0.67;-4.545454545;0.1152;0.55;-0.0034;-0.0441;56.2198;227.3;-23.2736;99.96;62.0253;71.4836;74.389;77.2943;20835;-8.36;0.61;72644830;0;0;45350.17;-3.887996768;1.5278;78.46;170.01;8.93;8.12;92;93.75232435;1179.55;65.2;112.67;164.48;TRKCM
0.69;0.63;0.71;0.63;9.523809524;0.2709;0.58;0.0086;-0.0335;59.7724;221.36;-10.9394;96.91;70.2128;70.8482;72.9969;75.1456;13495;1.98;0.64;90542090;0;0;52825.02;16.48251815;1.5;78.535;170.91;8.89;8.41;100.5;94.95936757;1096.75;65.6;112.61;165.56;TRKCM
0.76;0.69;0.79;0.69;10.14492754;0.3861;0.61;0.0233;-0.0222;63.3733;195.52;-6.384;107.73;85;77.9241;76.9979;76.0718;9316;12.48;0.68;137594400;0;0;54650.58;3.455862392;1.4974;71.245;174.07;8.96;8.95;85.6;99.38726152;1081.49;66;117.96;166.52;TRKCM
0.7;0.65;0.78;0.76;-7.894736842;0.3286;0.63;0.0301;-0.0117;58.6609;167.78;-17.024;81.73;51.0204;64.4723;68.3388;72.2053;7391;19.86;0.69;87111260;0;0;49705.49;-9.048559045;1.5472;77.52;176.59;9.01;10.37;85.4;99.17986179;1117.69;68.6;120.06;169.29;TRKCM
0.82;0.71;0.82;0.71;17.14285714;0.4849;0.66;0.0443;-0.0005;64.5309;176;-1.3335;100.68;96.5517;80.512;77.7431;74.9742;6004;32.44;0.73;57714810;0;0;56538.37;13.74673099;1.5195;82.305;177.62;8.89;8.79;100;103.4827149;1113.22;71.5;118.87;172.58;TRKCM
0.89;0.81;0.93;0.81;8.536585366;0.6012;0.7;0.0608;0.0117;67.7159;155.84;-5.6187;131.74;87.6543;84.0832;81.0468;78.0105;4762;43.61;0.78;87561110;0;0;58959.1;4.281570197;1.4897;87.465;178.68;9.25;10.8;97.7;107.4077177;1179.3;72.6;121.43;176.64;TRKCM
0.84;0.77;0.91;0.89;-5.617977528;0.486;0.73;0.0689;0.0232;63.4226;133.73;-14.4601;112.24;67.5676;75.8254;76.5537;77.2821;5326;33.76;0.8;60544630;0;0;54384.94;-7.758191696;1.5751;74.47;178.04;9;8.42;101.7;104.5322102;1216.23;73.4;121.43;174.61;TRKCM
0.82;0.76;0.9;0.84;-2.380952381;0.3308;0.75;0.0731;0.0331;62.0665;121.71;-19.4292;96.77;61.5135;68.6694;71.5403;74.4112;4263;27.31;0.81;40867190;0;0;54839.46;0.835746072;1.5839;74.725;177.04;8.74;11.28;103.9;104.94921;1242.61;74.8;120.44;173.73;TRKCM
0.84;0.79;0.86;0.82;2.43902439;0.3506;0.76;0.0771;0.0419;63.054;128.09;-16.9494;86.36;60.5424;64.6059;67.8743;71.1428;4196;12.74;0.82;76988210;0;0;59866.75;9.167285746;1.5067;78.18;176.19;8.34;8.85;105;104.9384248;1180.89;74.3;119.42;173.46;TRKCM
0.98;0.84;0.98;0.85;16.66666667;0.4438;0.8;0.0902;0.0516;69.1149;154.78;-1.4424;137.88;96.5449;80.5754;77.4312;74.287;5029;21.53;0.87;85367830;0;0;59972.59;0.176792627;1.527;74.39;176.9;8.13;8.48;100.5;106.0763938;1247.35;74.1;120.82;175.46;TRKCM
1.12;0.97;1.14;0.98;14.28571429;0.4757;0.86;0.1108;0.0634;73.9753;162.15;-4.03;194.51;93.9323;87.2539;82.9316;78.6093;6786;37.82;0.95;66089770;0;0;65774.37;9.674052763;1.4466;82.175;179.07;8.08;8.79;97.2;108.6316482;1308.53;77.2;122.05;176.35;TRKCM
1.17;1.1;1.27;1.12;4.464285714;0.4895;0.92;0.13;0.0767;75.5436;154.98;-13.2681;202.47;81.6632;84.4585;82.5088;80.559;8165;46.69;1.03;49622240;0;0;68760.46;4.539899052;1.4329;83.15;182.35;7.63;8.62;108.6;107.6795812;1359.18;75.8;125.35;178.48;TRKCM
1.09;1.09;1.23;1.2;-6.837606838;0.2428;0.95;0.137;0.0888;68.8421;155.72;-26.4228;141.2;63.7097;74.0841;76.2424;78.4007;7313;45.57;1.05;39848370;0;0;65350.85;-4.958678287;1.5037;85.615;182.4;7.88;8.5;98.6;109.7720224;1386.01;78.1;125.63;177.92;TRKCM
1.23;1.1;1.26;1.1;12.8440367;0.4634;1;0.1518;0.1014;73.1217;150.33;-5.8717;132.07;90.991;82.5376;81.1586;79.7797;5544;40.92;1.11;61485810;0;0;66004.48;1.00018592;1.5443;94.475;181.85;7.11;8.7;115.9;110.6755116;1421.4;77.8;119.19;180.25;TRKCM
1.29;1.22;1.41;1.23;4.87804878;0.5925;1.05;0.1666;0.1144;74.8241;144.73;-15.7248;142.61;72.4138;77.4757;78.2437;79.0117;3875;47.09;1.17;98764140;0;0;63278.07;-4.130643859;1.6046;100.53;182.6;8.23;8.06;101.9;114.9457453;1332.5;78.1;114.81;184.51;TRKCM
1.12;1.09;1.36;1.29;-13.17829457;0.2822;1.06;0.1624;0.124;62.7804;132.99;-39.1321;80.68;9.4117;43.4437;55.2997;67.1557;1725;63.87;1.15;71642650;0;0;61283.87;-3.151486763;1.598;111.8;183.93;8.78;8.32;97.7;113.1943589;1410.9;80.3;111.47;187.69;TRKCM
1.39;1.05;1.4;1.12;24.10714286;0.5515;1.12;0.1794;0.1351;70.8618;169.48;-2.541;98.41;94.6237;69.0337;68.4077;67.7817;1715;82.07;1.23;95370620;1.453;10.321;64434.51;5.14105914;1.5452;117.035;184.7;9.01;8.5;111.7;112.3623697;1432.47;80.2;110.26;189.98;TRKCM
1.44;1.35;1.55;1.4;3.597122302;0.7183;1.18;0.1941;0.1469;71.8668;170.64;-13.7397;137.32;76.7442;72.8889;71.1865;69.4841;2166;73.99;1.3;56878120;1.4972;10.6355;69250.14;7.473681417;1.5212;126.075;186.3;8.34;9.85;107.1;112.1686643;1562.85;80.2;112.86;191.14;TRKCM
1.39;1.31;1.48;1.44;-3.472222222;0.517;1.22;0.1996;0.1575;68.9977;142.17;-20.6528;104.68;67.1981;70.0435;69.8571;69.6706;4853;80.36;1.33;65193620;1.3659;9.6724;63046.02;-8.958999938;1.5935;116.56;190.81;8.94;9.54;111.6;112.3141789;1535.83;79.6;111.78;191.43;TRKCM
1.37;1.27;1.41;1.39;-1.438848921;0.3882;1.25;0.1998;0.1659;67.5517;121.92;-23.6452;80.52;62.4454;66.2445;67.3865;68.5285;3950;59.96;1.34;36484480;1.3426;9.5075;63269.4;0.354312612;1.622;111.97;188.08;9.18;10.46;114.1;113.4096865;1501.01;83.2;108.15;191.44;TRKCM
1.42;1.31;1.48;1.37;3.649635036;0.5692;1.28;0.2017;0.1731;69.0644;120.67;-17.1617;92.67;72.743;69.4937;69.172;68.8503;3760;44.2;1.37;31377640;1.3931;9.8647;62295.68;-1.539006218;1.6885;116.715;187.31;8.87;10.55;112.4;111.9344489;1626.98;81.6;104.16;191.39;TRKCM
1.01;1.01;1.44;1.42;-28.87323944;0.2228;1.23;0.1685;0.1722;49.4098;92.43;-70.9144;-25.91;0;34.7469;46.1147;57.4825;1965;70.33;1.25;39493620;0.9695;6.5489;53946.09;-13.40316054;1.7155;114.655;188.67;7.97;9.46;106.2;108.6161418;1825.47;78.5;99.24;194.76;TRKCM
1.21;1.03;1.21;1.06;19.8019802;0.366;1.22;0.1563;0.169;55.9616;98.33;-48.2804;-46.29;42.0168;38.3818;44.7487;51.1156;1103;61.19;1.23;72414230;1.1588;7.828;59693.43;10.65385832;1.8603;102.295;190.09;8.41;9.28;111;111.6373263;1623.8;80.5;99.01;197.77;TRKCM
1.12;1.07;1.21;1.18;-7.438016529;0.1442;1.21;0.1384;0.1629;52.8649;87.19;-72.8798;-68.72;24.3698;31.3758;37.9557;44.5357;164;45.49;1.2;53098200;1.0793;7.2907;56061.47;-6.084354677;1.7705;109.17;196.31;9.74;9.24;119.9;107.0418944;1714.1;76.5;100.51;200.94;TRKCM
1.05;0.96;1.12;1.1;-6.25;-0.0813;1.18;0.1171;0.1537;50.2958;94.4;-84.0437;-123.4;18.1818;24.7788;31.3644;37.95;1568;30.42;1.15;77006060;0.9546;6.8953;54517.76;-2.75360243;1.8275;110.38;199.7;10.39;10.16;107.2;108.2561521;1746.35;77.8;103.96;202.24;TRKCM
0.96;0.95;1.09;1.05;-8.571428571;-0.2771;1.14;0.0918;0.1413;47.1432;69.07;-98.6791;-128.52;1.6394;13.2091;21.4561;29.703;-80;6.5;1.09;33895700;0.8724;6.3013;51266.62;-5.963451176;1.8902;107.21;200.85;11.48;11.2;120.1;108.2235033;1564.3;78.8;102.74;204.27;TRKCM
1.05;0.91;1.05;0.97;9.375;0;1.12;0.0776;0.1286;50.2118;72.79;-78.5815;-114.91;46.0527;29.6309;29.6549;29.679;760;-13.05;1.07;60401730;0.9475;6.8436;57171.34;11.51766978;1.7765;111.03;201.98;9.44;10.7;104.5;106.37476;1738.45;78.6;105.18;205.05;TRKCM
1.1;1.04;1.18;1.04;4.761904762;-0.0799;1.12;0.0696;0.1168;52.067;78.98;-70.6261;-54.31;63.1579;46.3944;40.8226;35.2508;1013;-16.94;1.08;77241310;0.994;7.1794;60721.23;6.209212518;1.7492;122.895;203.12;9.13;10.83;102.9;107.1174433;1696.98;79.5;108.99;204.86;TRKCM
1.09;1.09;1.18;1.1;-0.909090909;-0.2361;1.11;0.0623;0.1059;51.9068;80.06;-71.238;-41.35;69.1176;57.756;50.2543;42.7525;1328;-21.65;1.09;71024650;0.9711;7.449;62423.04;2.802660618;1.7827;122.945;203.96;9.31;10.5;115.8;107.5010151;1667.5;79.2;107.27;205.6;TRKCM
1;0.98;1.12;1.1;-8.256880734;-0.1074;1.09;0.0483;0.0944;48.0826;70.47;-85.925;-76.59;33.8235;45.7898;44.7774;43.7649;-929;-18.81;1.06;113972600;0.887;6.8036;60010.42;-3.864951146;1.757;119.24;207.05;9.32;10.21;110;106.0575314;1664.58;75.3;108.84;205.77;TRKCM
0.88;0.87;1.04;0.99;-12;-0.605;1.05;0.0273;0.081;43.7441;87.11;-98.27;-115.11;3.8461;24.818;31.1336;37.4493;-4249;-15.97;1;77814190;0.7347;7.0039;55099.33;-8.183728759;1.8663;101.825;206.61;9.45;9.88;118.2;106.806155;1560.58;77.8;109.38;206.86;TRKCM
0.96;0.87;0.98;0.88;9.090909091;-0.607;1.04;0.0169;0.0682;47.1667;79.41;-85.1613;-105.58;29.4872;27.1526;30.5848;34.017;-6301;-35.73;0.98;142368400;0.8006;7.6321;62543.49;13.51043652;1.8099;97.56;204.76;8.47;10.98;116.5;104.5323116;1597.47;76.7;109.32;203.77;TRKCM
0.96;0.86;0.97;0.96;0;-0.538;1.02;0.0084;0.0562;47.1126;85.14;-84.5687;-97.98;30.3774;28.765;30.5157;32.2663;-4491;-36.07;0.98;142729700;0.7995;7.6211;64259.54;2.743770775;1.7947;104.66;204.29;7.62;9.85;116.1;106.634407;1614.55;76.7;110.25;203.13;TRKCM
0.98;0.91;1.01;0.96;2.083333333;-0.422;1.01;0.0035;0.0457;48.163;93.03;-80.8946;-69.09;46.3566;37.5608;35.796;34.0312;169;-34.82;0.98;169369300;0.8161;8.9929;67367.95;4.837273967;1.8181;114.85;205.43;7.62;9.19;103.4;103.9790938;1691.8;74.4;110.85;203.65;TRKCM
0.92;0.92;1.02;0.98;-6.12244898;-0.6278;1;-0.0051;0.0355;45.6258;95.68;-89.7251;-74.39;33.5955;35.5781;35.0625;34.5468;518;-35.34;0.96;255443800;0.767;8.4517;66396.71;-1.441694456;1.7963;112.1;207.55;7.58;8.81;116.4;103.162024;1771.7;72.8;108.8;205.75;TRKCM
0.99;0.91;1;0.92;7.608695652;-0.1154;1;-0.006;0.0272;49.1746;95.04;-61.8857;-52.47;85.2941;60.4361;51.8064;43.1766;-8;-34.95;0.97;134550600;0.8275;9.1178;72528.97;9.235788942;1.7928;108.39;211.62;7.08;8.14;112.3;101.9868346;1720.56;69.7;110.81;206.11;TRKCM
0.98;0.96;1.06;1;-1.01010101;-0.3944;0.99;-0.0081;0.0201;48.3254;88.94;-67.1429;-12.16;58.1396;59.2878;53.9174;48.547;-3532;-34.91;0.97;261970700;0.8078;14.4622;73058.51;0.730108259;1.7872;111.16;212.42;5.93;8.43;121.4;102.3383546;1715.05;73;111.34;209.53;TRKCM
1.11;0.98;1.15;0.98;13.26530612;-0.1799;1.01;0.0008;0.0163;54.4646;101.3;-21.8868;95.13;83.0189;71.1534;63.6179;56.0825;777;-25.81;1.02;392789800;0.9168;16.4129;78208.44;7.049048769;1.7819;111.25;213.23;6.15;7.73;116.7;102.0083596;1675.3;74;110.3;209.28;TRKCM
